NoCurso	Curso	Docente	Clave Oficial	Matricula	Alumno	Calificacion	Edo Eval	Edo Al	Tipo Eval	Fecha Registro	Tipo Entrega	Registró Acta	Grupo	Turno	Modalidad	Periodo	Programa	Creditos	Nombre Ofical	Plan Estudio Periodo	Numero Periodo	Etapa Formativa	Tipo Asignatura	Orden	Estado Evaluacion	Periodo Actual	Estado Alumno	Campus	Bloque	Tipo Evaluacion	F.Carga Aca
15046	CREATIVIDAD E INNOVACIÓN	SANTOS LUNA GERARDO	INIM-206105	MRIX227408	MAURICIO ORTIZ SALAZAR	5.4	NA	EG	EXT	06/03/2025	ORDINARIA	SANTOS LUNA GERARDO	17IIS669	Vespertino	VIRTUAL	07/10/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 1	2	PROFESIONAL	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 10	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	07/17/2023
15047	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-209406	MRIX221435	RICARDO ARREOLA ROQUE	6.1	NA	RE	ORD	08/24/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	29IIS926	Vespertino	VIRTUAL	01/22/2025	INGENIERÍA MECÁNICA	5	INVESTIGACIÓN I	CUATRIMESTRE 7	6	BÁSICA	OBLIGATORIA	2	NO ACREDITADA	CUATRIMESTRE 9	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	07/24/2024
15048	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-203524	MRIX211067	OSCAR ARREOLA ECHEVERRÍA	6.6	NA	EG	EXT	07/07/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	49IIS529	Vespertino	VIRTUAL	03/04/2023	INGENIERÍA EN SISTEMAS	5	MATEMÁTICAS APLICADAS	CUATRIMESTRE 8	3	PROFESIONAL	OBLIGATORIA	2	NO ACREDITADA	CUATRIMESTRE 6	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	12/22/2025
15049	SIMULACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-205655	MRIX191454	ISABELA IBARRA VALVERDE	8.7	A	RE	EXT	11/15/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	56IIS213	Matutino	SEMIPRESENCIAL	03/17/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	SIMULACIÓN	CUATRIMESTRE 5	7	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 10	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	08/22/2023
15050	SIMULACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-208196	MRIX190718	FRANCISCO RAMOS VALVERDE	9.1	A	AC	EXT	12/26/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	72IIS953	Matutino	PRESENCIAL	02/17/2025	INGENIERÍA EN SISTEMAS	10	SIMULACIÓN	CUATRIMESTRE 6	3	PROFESIONAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 2	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	04/16/2024
15051	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-209648	MRIX217626	MARÍA SALAZAR GONZÁLEZ	8.6	A	AC	EXT	05/13/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	52IIS636	Vespertino	VIRTUAL	08/05/2023	INGENIERÍA EN SISTEMAS	7	INVESTIGACIÓN I	CUATRIMESTRE 2	2	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 7	REGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	06/11/2025
15052	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-208095	MRIX232461	ISABELA FLORES GONZÁLEZ	6.4	NA	AC	EXT	06/04/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	60IIS872	Matutino	VIRTUAL	11/10/2023	INGENIERÍA MECÁNICA	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 10	3	PROFESIONAL	OBLIGATORIA	2	NO ACREDITADA	CUATRIMESTRE 10	REGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	12/29/2023
15053	MATEMÁTICAS APLICADAS	RODRIGUEZ GARCIA MARTHA MARIA	INIM-201257	MRIX221711	GERMÁN CASTILLO TORRES	8.4	A	AC	EXT	01/25/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	83IIS984	Vespertino	VIRTUAL	04/27/2023	INGENIERÍA EN SISTEMAS	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 2	8	TERMINAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 10	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	08/10/2024
15054	CREATIVIDAD E INNOVACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-200641	MRIX197961	JULIA ROLÓN MATA	8.3	A	AC	EXT	10/30/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	32IIS824	Matutino	VIRTUAL	06/22/2023	INGENIERÍA MECÁNICA	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 8	6	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 8	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	12/20/2023
15055	MATEMÁTICAS APLICADAS	SANTOS LUNA GERARDO	INIM-209547	MRIX227290	PATRICIA MENDOZA HERRERA	7.3	A	AC	EXT	11/13/2024	ORDINARIA	SANTOS LUNA GERARDO	85IIS244	Matutino	SEMIPRESENCIAL	11/04/2023	INGENIERÍA MECÁNICA	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 6	5	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 5	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	06/16/2023
15056	CREATIVIDAD E INNOVACIÓN	SANTOS LUNA GERARDO	INIM-207967	MRIX219750	OSCAR TOLEDO HERNÁNDEZ	6.3	NA	RE	EXT	03/14/2024	ORDINARIA	SANTOS LUNA GERARDO	25IIS331	Vespertino	PRESENCIAL	01/05/2024	INGENIERÍA MECÁNICA	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 3	6	TERMINAL	OBLIGATORIA	1	NO ACREDITADA	CUATRIMESTRE 3	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	11/30/2024
15057	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-208749	MRIX232740	ALVARO ORTIZ SEGARRA	7.9	A	AC	EXT	07/08/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	31IIS416	Matutino	PRESENCIAL	08/06/2024	INGENIERÍA EN SISTEMAS	7	INVESTIGACIÓN I	CUATRIMESTRE 8	4	BÁSICA	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 4	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	04/24/2024
15058	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-201374	MRIX228832	VALERIA SEGARRA HERRERA	8.1	A	EG	EXT	09/13/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	98IIS264	Matutino	PRESENCIAL	11/22/2025	INGENIERÍA EN SISTEMAS	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 5	9	TERMINAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	08/06/2024
15059	CREATIVIDAD E INNOVACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-207740	MRIX197390	FRANCISCO ROJAS NÚÑEZ	5.3	NA	AC	EXT	03/20/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	90IIS951	Vespertino	PRESENCIAL	10/09/2023	INGENIERÍA EN SISTEMAS	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 3	6	PROFESIONAL	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 8	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	08/10/2024
15060	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-209776	MRIX209584	MARÍA REYES DÍAZ	9.3	A	AC	ORD	08/16/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	69IIS116	Vespertino	PRESENCIAL	05/09/2023	INGENIERÍA MECÁNICA	10	INVESTIGACIÓN I	CUATRIMESTRE 9	10	PROFESIONAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 10	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	10/20/2025
15061	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-200266	MRIX214534	ANDREA GARCÍA OLIVÁREZ	8.8	A	AC	ORD	02/03/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	46IIS907	Matutino	SEMIPRESENCIAL	03/03/2025	INGENIERÍA EN SISTEMAS	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 2	8	TERMINAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 6	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	06/03/2024
15062	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-205170	MRIX236139	MIGUEL MARTÍNEZ NÚÑEZ	7.1	A	EG	EXT	02/13/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	40IIS627	Vespertino	SEMIPRESENCIAL	03/31/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	INVESTIGACIÓN I	CUATRIMESTRE 7	5	PROFESIONAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 9	REGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	03/27/2023
15063	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-201293	MRIX196031	JOSÉ NÚÑEZ SEGARRA	8.8	A	AC	EXT	06/19/2023	ORDINARIA	SANTOS LUNA GERARDO	56IIS716	Vespertino	VIRTUAL	06/30/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	INVESTIGACIÓN I	CUATRIMESTRE 3	6	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 9	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	05/19/2025
15064	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-205952	MRIX217898	FERNANDO ARREOLA HERRERA	8.2	A	AC	EXT	06/03/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	66IIS920	Vespertino	PRESENCIAL	04/28/2023	INGENIERÍA MECÁNICA	10	INVESTIGACIÓN I	CUATRIMESTRE 3	5	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 1	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	04/11/2025
15065	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-204089	MRIX206594	PEDRO RAMÍREZ GONZÁLEZ	8.0	A	RE	ORD	10/05/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	15IIS126	Matutino	SEMIPRESENCIAL	03/26/2025	INGENIERÍA EN SISTEMAS	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 3	9	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	07/24/2024
15066	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-204914	MRIX224108	ANTONIO SEGARRA REYES	9.0	A	AC	EXT	05/13/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	21IIS828	Vespertino	PRESENCIAL	12/12/2024	INGENIERÍA EN SISTEMAS	5	MATEMÁTICAS APLICADAS	CUATRIMESTRE 3	6	BÁSICA	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 6	REGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	08/17/2024
15067	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-202053	MRIX196505	MIGUEL MORALES SANTOS	9.3	A	AC	EXT	04/18/2025	ORDINARIA	SANTOS LUNA GERARDO	41IIS757	Vespertino	VIRTUAL	04/21/2025	INGENIERÍA MECÁNICA	10	INVESTIGACIÓN I	CUATRIMESTRE 2	8	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 8	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	06/01/2023
15068	MATEMÁTICAS APLICADAS	RODRIGUEZ GARCIA MARTHA MARIA	INIM-203216	MRIX233574	MIGUEL SEGARRA ROLÓN	9.2	A	AC	EXT	06/11/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	82IIS664	Matutino	PRESENCIAL	08/04/2024	INGENIERÍA EN SISTEMAS	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 5	6	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 3	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	05/28/2024
15069	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-204949	MRIX233119	SERGIO SAMANIEGO FLORES	7.8	A	EG	EXT	10/16/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	62IIS350	Vespertino	SEMIPRESENCIAL	03/04/2023	INGENIERÍA MECÁNICA	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 7	10	BÁSICA	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 5	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	08/16/2024
15070	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-207642	MRIX223935	EDUARDO ÁVILA ESPINOZA	8.3	A	RE	ORD	10/15/2024	ORDINARIA	SANTOS LUNA GERARDO	16IIS373	Matutino	VIRTUAL	08/06/2023	INGENIERÍA MECÁNICA	7	INVESTIGACIÓN I	CUATRIMESTRE 8	9	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 4	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	05/10/2024
15071	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-203944	MRIX203209	ALBERTO OLIVÁREZ ÁVILA	8.8	A	RE	EXT	11/01/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	28IIS697	Vespertino	PRESENCIAL	03/16/2025	INGENIERÍA MECÁNICA	10	INVESTIGACIÓN I	CUATRIMESTRE 6	1	BÁSICA	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 1	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	07/25/2025
15072	CREATIVIDAD E INNOVACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-207378	MRIX197653	JOSÉ VELÁSQUEZ GARCÍA	9.3	A	EG	ORD	03/02/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	98IIS663	Vespertino	VIRTUAL	05/31/2023	INGENIERÍA EN SISTEMAS	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 5	9	PROFESIONAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 10	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	10/29/2025
15073	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-209932	MRIX219732	LUIS RAMOS MENDOZA	8.1	A	AC	ORD	07/24/2025	ORDINARIA	SANTOS LUNA GERARDO	66IIS243	Matutino	SEMIPRESENCIAL	11/29/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	6	INVESTIGACIÓN I	CUATRIMESTRE 6	6	TERMINAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 10	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	11/02/2023
15074	CREATIVIDAD E INNOVACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-200841	MRIX239314	JULIA ORTIZ CORAZA	8.4	A	AC	EXT	06/27/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	75IIS591	Vespertino	VIRTUAL	08/29/2025	INGENIERÍA MECÁNICA	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 3	1	BÁSICA	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 9	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	04/11/2024
15075	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-208498	MRIX199973	ELENA ALFARO MORALES	7.6	A	RE	ORD	05/08/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	27IIS674	Matutino	PRESENCIAL	08/23/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 6	9	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	10/10/2023
15076	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-207861	MRIX236397	VALERIA VELÁSQUEZ ORTIZ	7.5	A	EG	EXT	09/28/2025	ORDINARIA	SANTOS LUNA GERARDO	45IIS673	Vespertino	SEMIPRESENCIAL	02/29/2024	INGENIERÍA MECÁNICA	6	SIMULACIÓN	CUATRIMESTRE 5	5	PROFESIONAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 5	REGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	10/11/2024
15077	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-209614	MRIX205351	DANIELA NÚÑEZ SEGARRA	9.2	A	AC	ORD	10/09/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	31IIS348	Matutino	VIRTUAL	07/10/2024	INGENIERÍA EN SISTEMAS	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 1	9	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 9	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	08/12/2023
15078	ADMINISTRACIÓN INDUSTRIAL	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-208767	MRIX222240	LUIS ÁVILA ORTIZ	9.6	A	RE	ORD	07/03/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	95IIS840	Matutino	SEMIPRESENCIAL	05/02/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 1	6	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 3	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	04/20/2024
15079	ADMINISTRACIÓN INDUSTRIAL	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-205417	MRIX211206	DANIELA SANTOS RIVERA	8.4	A	EG	EXT	01/30/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	21IIS848	Matutino	VIRTUAL	07/12/2024	INGENIERÍA EN SISTEMAS	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 8	9	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 5	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	08/19/2023
15080	SIMULACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-204272	MRIX203468	RAÚL ALFARO ROQUE	5.0	NA	EG	ORD	05/23/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	50IIS341	Vespertino	VIRTUAL	10/24/2024	INGENIERÍA MECÁNICA	6	SIMULACIÓN	CUATRIMESTRE 8	3	TERMINAL	OPTATIVA	1	NO ACREDITADA	CUATRIMESTRE 5	REGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	01/14/2023
15081	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-207834	MRIX201610	ANTONIO SAMANIEGO MENDOZA	5.6	NA	EG	EXT	03/24/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	20IIS565	Vespertino	VIRTUAL	03/28/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	MATEMÁTICAS APLICADAS	CUATRIMESTRE 10	5	BÁSICA	OPTATIVA	1	NO ACREDITADA	CUATRIMESTRE 6	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	10/01/2023
15082	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-208525	MRIX204647	ARMANDO VELÁSQUEZ ARREOLA	9.3	A	AC	ORD	12/03/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	57IIS219	Matutino	SEMIPRESENCIAL	11/03/2023	INGENIERÍA MECÁNICA	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 4	10	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 10	REGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	11/02/2024
15083	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-205644	MRIX237399	LUCÍA SALAZAR RAMÍREZ	8.8	A	RE	EXT	04/03/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	90IIS165	Matutino	SEMIPRESENCIAL	05/30/2023	INGENIERÍA MECÁNICA	5	MATEMÁTICAS APLICADAS	CUATRIMESTRE 9	4	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 1	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	05/17/2025
15084	CREATIVIDAD E INNOVACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-203648	MRIX207480	JOSÉ ÁVILA RIVERA	5.1	NA	EG	ORD	12/19/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	01IIS874	Vespertino	VIRTUAL	03/15/2025	INGENIERÍA EN SISTEMAS	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 1	2	PROFESIONAL	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 5	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	09/18/2023
15085	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-209794	MRIX208139	DAVID GUZMÁN CRUZ	8.0	A	RE	ORD	03/10/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	87IIS820	Vespertino	PRESENCIAL	07/26/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 1	4	TERMINAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 4	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	07/03/2025
15086	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-209107	MRIX208848	ARMANDO SEGARRA LÓPEZ	5.8	NA	AC	ORD	12/25/2023	ORDINARIA	SANTOS LUNA GERARDO	64IIS148	Vespertino	SEMIPRESENCIAL	05/05/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 6	5	TERMINAL	OPTATIVA	1	NO ACREDITADA	CUATRIMESTRE 7	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	05/24/2025
15087	CREATIVIDAD E INNOVACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-204177	MRIX209406	ELENA MEDINA GUZMÁN	5.6	NA	EG	EXT	03/06/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	27IIS438	Matutino	VIRTUAL	10/02/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 2	9	TERMINAL	OBLIGATORIA	2	NO ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	05/12/2024
15088	ADMINISTRACIÓN INDUSTRIAL	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-209045	MRIX231240	ROSA GUZMÁN ALFARO	5.2	NA	AC	ORD	03/23/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	42IIS894	Matutino	VIRTUAL	02/23/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 5	8	BÁSICA	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 7	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	05/05/2024
15089	SIMULACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-203214	MRIX228228	ANTONIO MENDOZA CORAZA	8.8	A	AC	ORD	08/27/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	43IIS335	Vespertino	VIRTUAL	05/05/2025	INGENIERÍA MECÁNICA	6	SIMULACIÓN	CUATRIMESTRE 7	1	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 10	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	11/09/2023
15090	SIMULACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-202252	MRIX228143	ARMANDO SANTOS JAIMES	5.9	NA	EG	ORD	01/14/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	81IIS336	Vespertino	PRESENCIAL	04/10/2023	INGENIERÍA MECÁNICA	5	SIMULACIÓN	CUATRIMESTRE 2	2	BÁSICA	OPTATIVA	2	NO ACREDITADA	CUATRIMESTRE 3	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	04/24/2025
15091	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-201578	MRIX238509	PATRICIA LÓPEZ OLIVÁREZ	9.7	A	EG	EXT	01/03/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	68IIS252	Matutino	PRESENCIAL	05/31/2025	INGENIERÍA EN SISTEMAS	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 4	1	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 4	REGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	08/08/2023
